,testperson,group,Sphere_0.3_18_40,Sphere_0.3_18_27,Sphere_0.3_18_13,Sphere_0.3_18_0,Sphere_0.3_18_-13,Sphere_0.3_18_-27,Sphere_0.3_18_-40,Sphere_0.3_24_40,Sphere_0.3_24_27,Sphere_0.3_24_13,Sphere_0.3_24_0,Sphere_0.3_24_-13,Sphere_0.3_24_-27,Sphere_0.3_24_-40,Sphere_0.3_30_40,Sphere_0.3_30_27,Sphere_0.3_30_13,Sphere_0.3_30_0,Sphere_0.3_30_-13,Sphere_0.3_30_-27,Sphere_0.3_30_-40,Sphere_0.8_18_40,Sphere_0.8_18_27,Sphere_0.8_18_13,Sphere_0.8_18_0,Sphere_0.8_18_-13,Sphere_0.8_18_-27,Sphere_0.8_18_-40,Sphere_0.8_24_40,Sphere_0.8_24_27,Sphere_0.8_24_13,Sphere_0.8_24_0,Sphere_0.8_24_-13,Sphere_0.8_24_-27,Sphere_0.8_24_-40,Sphere_0.8_30_40,Sphere_0.8_30_27,Sphere_0.8_30_13,Sphere_0.8_30_0,Sphere_0.8_30_-13,Sphere_0.8_30_-27,Sphere_0.8_30_-40,Cylinder_0.3_18_40,Cylinder_0.3_18_27,Cylinder_0.3_18_13,Cylinder_0.3_18_0,Cylinder_0.3_18_-13,Cylinder_0.3_18_-27,Cylinder_0.3_18_-40,Cylinder_0.3_24_40,Cylinder_0.3_24_27,Cylinder_0.3_24_13,Cylinder_0.3_24_0,Cylinder_0.3_24_-13,Cylinder_0.3_24_-27,Cylinder_0.3_24_-40,Cylinder_0.3_30_40,Cylinder_0.3_30_27,Cylinder_0.3_30_13,Cylinder_0.3_30_0,Cylinder_0.3_30_-13,Cylinder_0.3_30_-27,Cylinder_0.3_30_-40,Cylinder_0.8_18_40,Cylinder_0.8_18_27,Cylinder_0.8_18_13,Cylinder_0.8_18_0,Cylinder_0.8_18_-13,Cylinder_0.8_18_-27,Cylinder_0.8_18_-40,Cylinder_0.8_24_40,Cylinder_0.8_24_27,Cylinder_0.8_24_13,Cylinder_0.8_24_0,Cylinder_0.8_24_-13,Cylinder_0.8_24_-27,Cylinder_0.8_24_-40,Cylinder_0.8_30_40,Cylinder_0.8_30_27,Cylinder_0.8_30_13,Cylinder_0.8_30_0,Cylinder_0.8_30_-13,Cylinder_0.8_30_-27,Cylinder_0.8_30_-40,Car_0.3_18_40,Car_0.3_18_27,Car_0.3_18_13,Car_0.3_18_0,Car_0.3_18_-13,Car_0.3_18_-27,Car_0.3_18_-40,Car_0.3_24_40,Car_0.3_24_27,Car_0.3_24_13,Car_0.3_24_0,Car_0.3_24_-13,Car_0.3_24_-27,Car_0.3_24_-40,Car_0.3_30_40,Car_0.3_30_27,Car_0.3_30_13,Car_0.3_30_0,Car_0.3_30_-13,Car_0.3_30_-27,Car_0.3_30_-40,Car_0.8_18_40,Car_0.8_18_27,Car_0.8_18_13,Car_0.8_18_0,Car_0.8_18_-13,Car_0.8_18_-27,Car_0.8_18_-40,Car_0.8_24_40,Car_0.8_24_27,Car_0.8_24_13,Car_0.8_24_0,Car_0.8_24_-13,Car_0.8_24_-27,Car_0.8_24_-40,Car_0.8_30_40,Car_0.8_30_27,Car_0.8_30_13,Car_0.8_30_0,Car_0.8_30_-13,Car_0.8_30_-27,Car_0.8_30_-40
14,A24,A,152.9621,26.78094,58.82808,25.7331,80.58136,23.5884,62.38829,89.13724,129.1945,21.25056,109.3263,14.89222,60.38972,34.81569,105.2442,23.05241,152.0975,22.33342,46.70092,32.36856,89.9716,76.71907,58.43183,166.7105,153.208,151.5672,55.29632,141.4828,27.17123,47.55346,34.00143,58.25507,53.08747,38.3317,41.46406,32.35176,34.29723,83.0994,45.5081,17.51068,77.21444,108.0492,143.4123,69.29368,61.59488,145.8122,49.07269,37.89816,35.26567,155.0437,27.61552,23.33553,165.4014,58.64531,42.95439,128.6563,36.90801,32.95782,8.548538,146.1933,62.94553,155.5006,33.39674,69.22917,165.528,159.8002,45.99615,47.08175,69.19691,38.19232,45.2103,27.27932,65.20656,38.77489,54.83054,79.59997,63.91574,38.12439,22.61179,140.1895,45.59886,70.75655,102.1654,36.8548,50.3464,69.68793,166.3959,66.07709,122.5336,46.10686,71.2122,46.49166,74.65306,36.7963,59.6675,61.59593,79.28501,56.66143,125.8457,76.18438,67.1205,13.20362,12.87807,43.45292,97.2213,90.89516,53.95424,53.73765,51.85159,33.65898,139.2677,57.52719,54.49495,64.62536,61.02181,49.26201,48.83483,37.87914,39.79791,53.56504,54.38608,22.73807,20.21086,25.27469,59.95483,103.4844
15,B4,B,67.63548,73.75387,51.04156,50.88363,23.28611,32.83192,86.33546,173.9508,8.747331,23.18389,30.29224,177.2879,24.18581,63.91068,35.55434,16.02403,19.94711,174.1761,3.221943,25.17937,43.9152,67.01134,222.0172,138.5923,171.2706,10.24046,26.7459,62.22295,37.39093,136.3732,27.91714,27.9309,14.29323,30.6791,127.8532,10.61104,177.1436,14.95016,10.30897,21.31942,21.31342,10.95484,106.1373,11.10869,75.08743,29.46302,13.19276,35.3165,33.06541,31.07287,12.68517,19.09315,62.51233,12.58455,98.95287,75.72409,63.90556,22.75278,16.13156,11.94267,193.7261,24.97963,31.95446,60.98324,7.180892,49.76886,13.62239,9.751994,16.62176,31.32993,31.76246,16.21928,7.646605,10.59172,19.75753,31.70459,29.62594,34.50236,144.7595,8.912999,11.31334,46.94299,46.2384,31.82867,55.09163,24.55587,17.44174,16.65258,87.92078,172.5882,76.16757,72.18266,19.32866,11.3757,9.454803,12.75521,21.93331,81.84583,33.77626,66.33472,9.922271,136.3732,25.73724,25.33027,,30.82147,18.78461,109.793,10.56011,18.15896,4.227472,144.7595,65.29452,28.45844,13.87142,7.395524,22.26039,21.19039,59.59892,27.07957,17.05391,25.47744,4.762547,8.091033,31.46956,35.62934
16,B5,B,80.70434,92.5364,140.185,80.7659,85.64637,97.48999,161.907,78.05019,92.67017,102.9323,66.64245,83.33817,102.9323,72.56757,40.91354,77.62718,101.1434,65.17255,55.25042,63.51659,71.70383,140.6659,100.0845,89.77011,104.199,40.15178,55.37341,86.11121,50.14543,130.3294,162.8569,76.45483,119.3565,78.6587,57.52203,86.05591,66.64245,27.07425,16.62152,87.02522,90.24433,67.44998,98.1649,86.35844,77.07574,97.46134,133.0315,103.8004,118.3745,100.815,101.0677,102.8397,35.85588,104.227,99.12625,99.74837,81.99613,24.45049,25.86566,84.68864,35.3349,87.33851,57.74041,75.54789,180.6829,133.0244,106.112,63.91865,136.5778,133.0035,97.48112,115.3455,103.2469,99.31732,83.97431,94.32642,83.84319,29.29218,21.62809,24.65836,64.76379,92.52584,82.57497,71.44272,132.6409,115.4648,100.0836,108.4778,41.34184,97.32821,96.38147,89.74586,106.0687,90.24433,112.7252,100.9002,86.05591,62.18844,61.56218,46.75894,51.02646,54.48211,100.9002,38.13504,70.69234,82.31409,72.978,31.43113,40.79121,71.0792,56.1661,63.38433,118.5325,71.36019,87.13161,56.97609,15.12073,46.12931,82.57497,30.65241,119.7114,28.19403,64.38467,32.35903,65.17255,25.03297
17,B6,B,27.28895,17.98832,8.216879,6.54245,96.99004,18.90324,44.472,32.36946,20.90634,4.844244,15.55232,9.412567,19.30521,49.61583,33.0133,35.49877,5.780385,3.334794,34.98296,25.47154,71.53651,39.39656,37.25048,6.396376,21.11597,16.56155,22.85088,37.41423,31.61126,20.1551,11.79043,35.70262,4.053243,28.15936,67.33183,31.04789,20.79605,8.612421,30.8844,43.58051,22.19015,36.01274,31.86626,26.37793,28.55717,6.350051,43.36943,19.7252,38.80153,21.57075,16.6767,20.70958,3.416549,10.36703,34.77468,34.14393,74.10059,19.70142,6.22898,3.317643,9.593994,19.80505,35.786,47.17493,24.66769,15.69072,14.14162,43.13037,61.06459,33.86637,38.13692,23.63823,7.164717,7.873107,28.43335,35.70525,37.8517,34.0103,23.4228,16.42517,50.84915,46.92366,41.75006,42.64114,113.3286,29.5465,37.70492,50.49171,66.48917,58.90547,74.18026,36.01725,22.87629,24.38606,21.65015,33.86929,46.92941,65.22802,38.38262,18.26619,61.7639,17.24415,18.43776,40.48963,37.29916,46.93632,97.10323,40.44698,54.8654,48.51591,44.18875,44.928,27.51783,34.05675,8.131911,39.75357,66.4817,57.12938,48.24068,44.65474,48.7076,34.27646,36.70663,30.56157,37.13805,58.84594
18,B7,B,66.10416,80.2447,40.2477,3.791224,62.64184,157.1343,65.86684,103.051,63.09238,96.16833,33.59462,42.92368,30.99441,61.27758,47.05646,106.234,57.28511,8.282335,81.15714,16.89018,34.7429,75.48447,131.2386,71.52312,52.07845,29.2627,97.74399,48.71859,107.8166,56.51125,30.43656,48.58365,28.96458,14.89107,75.63469,75.77831,32.17661,29.70594,5.567327,10.13347,22.85833,34.42923,71.26332,55.70192,74.37694,112.4244,95.8983,75.63469,34.78502,66.62563,109.3407,66.54008,23.23717,71.6095,48.58365,95.80469,49.83944,31.86019,83.14606,36.9819,157.1739,27.16783,47.98198,106.1038,156.9775,86.49397,87.17848,63.56913,108.1566,69.08707,79.21621,29.5762,90.71935,10.18931,51.54971,40.72548,43.08746,41.44888,73.23692,35.14933,37.00731,33.9175,90.8993,101.5074,62.55227,55.91202,66.10495,21.9004,54.41126,67.2945,95.32494,61.27758,71.6095,23.69774,32.74207,30.99441,58.40601,35.31289,50.47302,34.83923,55.48097,29.52195,58.14925,21.16838,38.85236,35.9047,33.42895,16.37382,27.12213,26.11069,18.75953,65.38165,129.1853,18.92031,19.92361,30.69817,29.05993,19.606,28.342,33.38157,30.0638,14.44015,16.47114,16.74474,101.5074,36.04251
19,B9,B,45.64391,101.1934,16.87494,33.49111,58.13527,156.053,104.519,54.62933,125.7663,49.06269,35.10705,31.87871,29.44715,53.75433,56.98354,79.12523,59.72115,66.9773,92.53983,26.47402,68.25785,129.57,28.77906,42.66926,47.52391,54.60288,33.18229,86.50333,55.40186,54.60983,137.227,50.60938,70.33344,93.55466,69.9567,137.227,51.01542,88.33533,93.41151,36.01555,115.0827,125.7663,40.72804,68.10404,42.65283,39.73428,156.053,62.12385,59.74777,54.60983,109.3959,58.6755,37.83838,17.73579,52.13389,54.82594,114.8342,59.3263,64.20227,23.1987,60.74233,69.9567,41.46032,154.4707,62.45831,41.34912,40.02473,83.49397,101.1897,62.26539,50.46845,77.09538,68.3309,118.8814,70.13051,47.27716,88.96427,59.68847,21.15736,114.4695,64.20227,71.26917,83.15421,154.4707,68.79926,64.43224,47.52391,50.43863,114.9953,35.21317,89.20474,51.6032,68.28935,54.35402,141.145,58.01871,64.21204,109.2463,59.84941,69.04738,36.01555,37.33958,30.8601,54.29599,96.5781,129.7708,86.88403,114.9953,35.72609,71.81396,75.78964,85.30685,128.995,125.6652,18.0392,63.87614,75.16018,73.07819,101.1897,71.63833,73.07819,11.16403,17.31366,86.81648,88.33533,72.35959
20,B11,B,146.2421,119.2136,152.9244,96.61508,160.6212,101.5476,119.704,86.98164,156.9034,130.3304,136.2048,127.6219,135.1862,160.6951,90.21312,200.4967,92.22656,140.5045,67.52972,145.4742,160.6951,105.3844,35.27797,141.4249,161.2049,158.9207,153.6237,121.1642,132.3019,200.6472,173.5517,145.1828,130.6623,146.8994,142.8064,145.603,197.6841,160.9291,161.1783,129.8506,107.3004,130.4709,154.3456,131.0591,114.8548,145.4829,147.9104,88.33837,55.27163,79.81136,163.6496,147.8386,137.1513,162.1085,208.786,148.0878,125.6798,143.1825,153.68,163.5053,147.9104,88.55102,141.8759,109.2224,140.5045,82.53179,121.8439,81.75556,92.83472,126.3384,134.4462,132.5083,129.1096,98.39408,26.07272,154.4131,84.40889,153.6039,130.5627,38.25857,103.1535,160.5409,63.18637,102.5104,147.6524,60.41551,64.30882,96.82646,132.9196,107.8962,133.4056,100.2536,55.71302,50.40752,129.4076,87.4804,93.39155,93.57851,108.6014,80.74711,34.61817,13.30284,88.37595,64.13863,83.98564,130.3304,98.50233,72.09573,66.17192,80.88205,57.44753,132.9394,101.6274,135.9229,91.58722,118.4041,77.57841,71.5648,100.2536,197.874,86.80074,61.31512,32.93385,60.39573,52.71541,85.00195
21,B12,B,166.98,83.56264,8.864666,147.1305,75.28365,24.76421,56.89715,35.8665,126.342,12.60841,71.15223,14.60468,68.88254,77.48654,32.80557,21.96161,49.6756,56.00348,39.00832,22.69796,57.39915,38.61157,115.1805,130.2787,161.3049,12.2718,21.72927,34.63505,36.1324,99.98766,86.04448,2.430112,113.6022,94.67486,43.05613,37.81585,65.77866,97.78819,105.7899,8.028292,21.77196,37.29451,129.9586,158.8174,103.7592,142.3064,83.51996,85.7308,48.09267,134.0736,70.90402,143.4802,37.73261,107.6208,23.73977,94.96259,64.41039,149.3064,76.29328,29.70866,43.04542,60.00294,95.05434,67.60463,115.2045,54.94794,36.36128,78.3251,90.32622,161.2958,78.93328,103.3664,92.69554,110.4401,68.19294,49.5166,70.50927,33.86251,97.47327,84.54597,113.3049,72.6396,74.42717,60.97626,111.2458,72.87115,61.14194,70.02061,60.26806,73.88438,68.88254,51.74863,85.28168,65.24797,45.58817,74.69436,76.58348,59.87598,79.06201,39.99055,73.02533,91.53992,11.26911,56.89715,69.15901,107.7075,58.73687,20.8363,38.52877,123.6995,27.3019,41.7539,33.76555,102.2671,76.48446,42.09028,69.18119,98.2983,50.66393,60.93607,28.39243,91.37953,72.45797,31.09275,31.55749,92.2604
22,B13,B,31.70845,92.2802,47.07687,81.85,74.59591,123.9706,153.4179,77.90461,41.25495,112.9082,58.09833,196.2241,96.71223,18.85354,46.93667,67.26532,4.958494,5.096159,69.34285,57.4289,50.07859,42.3658,137.9639,129.0999,110.5541,128.614,123.7904,80.53841,67.16789,26.72217,19.57808,27.00845,76.86786,153.2623,81.92925,71.12714,128.7554,84.67179,24.50801,29.26538,24.80383,88.59474,46.95441,116.4794,30.29388,23.46967,82.01696,84.76062,54.61288,72.71596,2.379112,161.3892,66.15628,67.76357,170.9422,114.7383,88.59474,27.49168,43.57896,34.3872,71.79719,78.79993,34.39639,123.2987,134.7803,38.67175,89.47488,71.51679,119.4973,21.49154,95.78347,33.4619,93.74168,15.68908,104.8276,134.012,69.20776,78.3264,77.11504,102.6579,53.70221,40.10506,140.9253,65.78619,118.6494,27.02811,53.15091,111.0552,90.24064,50.61204,140.9253,73.85415,87.49763,70.67392,21.80386,80.69912,25.64458,79.78867,66.12971,76.83919,29.6217,4.397531,79.6008,80.69912,80.21398,67.75918,129.1621,71.54845,89.47676,127.7544,123.7904,75.20924,70.08549,62.83005,114.0549,66.29703,77.90461,129.0999,153.4179,41.38985,80.17477,96.53781,23.36356,11.14643,75.27431,73.05069
23,B14,B,45.61407,25.57378,38.13226,53.83467,18.27571,51.6314,74.27024,67.58775,29.19075,54.12019,56.69392,14.50884,37.44954,47.88233,44.13853,37.39918,91.35363,17.3812,80.87137,56.93237,34.92764,48.80724,39.95031,48.37378,31.22514,53.2646,29.27973,47.34734,33.12564,45.45088,59.47086,94.17571,15.2545,45.13794,36.90585,34.13202,107.9349,65.17255,97.14085,6.196571,98.95905,38.59057,55.45609,58.29448,64.47673,93.0042,40.23028,83.37351,68.06216,122.2761,64.73689,14.36354,59.38412,106.9741,62.55805,65.97272,63.02777,70.37405,11.47393,65.19285,41.63774,38.58929,51.94864,42.94391,80.25488,48.01181,88.42566,130.3827,67.18051,47.76701,100.7955,80.19692,29.87972,68.77109,30.3333,89.3264,115.2601,36.27982,81.02489,101.0684,40.86282,89.96476,37.18061,30.91133,64.31383,61.68159,85.76009,20.32815,74.00327,85.58483,53.00119,51.72584,63.02274,66.57772,77.22491,121.1119,98.95905,40.13253,64.18792,72.88554,102.7666,54.79253,63.78968,61.99911,35.53194,79.56236,71.97969,97.63448,68.27555,67.29806,66.4576,45.4311,49.74929,63.58311,48.84091,92.74451,54.38236,66.63972,54.74087,37.37632,55.88635,70.16497,39.51368,64.28924,76.14538,34.32511
24,B15,B,32.30828,74.02486,91.35893,2.751903,19.09422,82.02156,47.75607,33.69727,46.89946,49.54742,89.195,84.87381,42.04253,37.70185,62.03615,39.81672,13.91664,7.968183,58.8147,55.29988,28.84347,66.88758,20.01682,80.62506,6.028888,12.80625,61.27002,35.47331,91.092,30.92353,98.54427,6.59899,23.66757,50.33289,42.04253,22.9645,29.20273,25.87235,7.296962,15.37444,82.02156,33.29524,28.22084,51.30309,18.25645,7.939102,29.59477,32.12709,33.48695,93.50304,80.62506,81.73948,19.58598,72.54205,25.72192,30.15139,72.43818,65.48223,10.80133,134.3561,26.48954,16.8509,56.40966,49.83725,56.38241,134.1913,12.50151,66.32189,47.75607,41.99475,31.54622,55.77586,89.25435,40.35896,59.60834,55.91489,56.38241,29.57844,15.72325,7.702593,23.54127,13.33906,23.56866,29.09304,141.3857,138.5739,58.45965,69.24272,32.08728,76.94173,66.32189,61.93057,27.15755,69.49648,32.50496,32.69645,27.67571,83.91883,65.72692,133.8285,61.27002,11.88378,55.77586,80.79486,36.51292,28.2581,145.3371,12.31862,31.28298,9.03887,39.6293,34.70927,96.54766,70.15309,15.8716,6.085062,14.25384,104.078,36.49373,26.50929,26.27896,10.79466,20.53323,58.45965,26.64565,27.55571
25,B16,B,29.22239,140.6443,93.02957,141.0617,142.3934,124.7838,148.9207,173.1153,152.8725,123.8077,144.3719,167.3067,153.4769,146.3395,149.7957,156.4557,132.7879,155.5083,148.875,134.2531,159.3301,120.7239,18.56803,10.45594,145.1209,130.2671,133.9466,145.0533,151.476,151.6173,141.8969,150.6467,147.0486,147.5606,153.3651,157.0747,149.2033,152.9723,144.9517,149.4928,153.1322,67.97285,138.0663,125.6706,143.377,116.2147,127.8168,137.8989,153.7227,126.1605,101.8182,137.3235,134.697,142.7963,118.0294,165.8259,154.7597,156.0641,156.3062,113.8246,180.1091,122.5388,138.0605,128.7609,140.1071,36.21388,90.65261,144.3076,141.0359,137.2102,125.2552,155.2467,137.3235,139.7352,141.4231,127.2479,149.5752,143.1625,145.639,147.6552,86.85268,130.9352,150.6467,141.0359,112.849,114.3664,124.2185,114.3998,122.3453,112.0539,84.25482,94.152,80.18649,149.465,116.8204,105.9187,131.6193,144.3719,98.41968,102.3244,76.53125,112.1366,147.5606,134.1149,120.0518,112.849,119.9748,119.5564,98.52328,74.11096,144.132,79.17171,132.878,127.489,103.2821,121.9341,141.0617,144.3733,141.5502,128.5959,92.20676,89.1191,124.8539,112.9995,140.702,149.465
26,B17,B,81.66695,134.7926,33.44193,82.62048,66.25687,21.94213,60.75861,48.8523,72.76936,56.50048,59.51001,62.92883,25.75966,82.81205,32.87163,59.13443,66.70319,64.51695,48.88316,103.6305,64.81742,42.66877,38.95616,32.56226,26.15887,60.77141,51.62836,61.21488,39.68391,31.74585,28.03009,44.42316,22.98673,52.55879,68.73952,57.04729,38.56243,66.77161,37.22365,50.43649,81.42088,32.89911,104.4583,68.56636,60.97555,63.9127,51.61394,54.55857,81.31199,79.7871,38.17592,65.99463,65.29077,40.73429,57.27948,58.86274,61.60286,60.20169,82.81205,34.72369,91.20627,83.10041,34.2311,77.72066,55.75781,42.67254,41.48928,28.86642,83.62156,105.7908,33.64635,40.32502,51.42617,44.68853,58.73766,32.78269,86.82333,30.79815,91.25403,77.58974,54.04749,64.51695,58.8602,62.86794,84.93439,44.90858,84.94509,42.2207,51.97605,69.67285,42.50512,63.1194,91.15918,89.02808,68.98307,56.73635,29.15235,51.58826,46.78674,57.74689,82.99069,70.09505,157.6898,57.37177,85.0233,90.8195,44.9163,52.01044,56.00743,34.42036,45.92546,52.4654,157.6898,93.15582,63.3357,60.75861,85.0233,61.26149,104.4583,70.66465,44.44113,28.77036,20.65199,93.15582,47.81105,64.79771
27,B18,B,136.4697,115.5581,115.6256,105.3584,69.36333,138.726,124.844,92.79653,127.5822,126.3434,137.7112,101.063,130.2084,177.2846,119.3079,126.8057,127.5402,128.5351,133.4371,136.1057,109.6447,118.9825,43.06673,102.9862,73.81776,138.2094,143.7971,158.4107,135.5538,122.6856,24.98929,126.3155,124.2343,122.561,142.0189,142.8004,126.6738,86.35507,114.656,135.3641,128.2591,134.7205,135.2315,111.7841,110.2614,73.27671,123.222,79.4915,143.8919,137.7112,130.2084,153.5978,50.91241,120.8849,122.9262,119.0572,148.0704,112.384,72.86608,129.8619,102.1347,128.2591,141.4424,126.8057,117.4344,127.9764,119.3079,133.9423,130.9636,95.74033,140.2776,102.5869,132.2177,116.3082,135.9761,118.0023,124.2343,135.0226,115.625,110.818,107.0961,120.7655,135.7628,152.4341,93.52229,89.85607,93.68462,89.89034,94.93414,107.4531,65.58289,148.6409,92.96683,93.92882,84.09942,113.0035,157.043,69.91756,84.05584,134.748,135.0226,89.8357,59.09129,158.4107,120.7441,104.7411,118.2062,80.34913,95.82729,106.6037,99.93736,95.90809,132.2718,101.5406,90.62095,92.84062,121.2563,115.9554,117.4862,99.39941,95.60104,79.41502,67.25595,117.6132,94.55639,112.4037
28,B19,B,36.48008,59.87064,40.19291,23.51665,19.99922,137.5443,123.1015,39.81674,59.29314,27.47351,33.16697,88.35047,70.97867,77.054,99.40481,17.7585,48.40498,92.09591,11.19126,59.00581,80.40801,75.70298,52.84803,43.53887,12.60491,84.33508,53.79361,95.19343,41.67996,93.44874,79.15455,98.07925,30.5364,37.97773,40.66126,40.14358,19.84293,14.18162,81.26321,26.08502,74.53939,51.74316,52.3585,29.39161,68.20173,67.75322,52.77767,26.03412,58.4904,29.81024,22.9947,14.9272,56.66986,11.82202,35.47004,34.84496,43.52531,37.2429,45.37324,68.66623,54.06325,26.02434,74.2935,36.81773,60.46375,49.24449,49.49315,85.7472,45.36573,65.45782,37.00669,66.82999,30.23248,5.066604,72.03382,61.15317,80.15375,39.76606,83.08637,31.32573,9.03222,67.573,54.49951,70.60826,38.56123,20.5871,50.12017,56.69864,38.25209,53.85285,76.72775,52.99846,55.62251,34.80538,73.34678,71.54469,57.6337,86.96112,37.56375,48.27983,69.80492,80.63785,26.4208,86.40648,78.29692,66.32723,51.19838,51.39676,104.7687,77.22427,78.81942,100.0707,40.33957,57.6213,78.69836,79.16422,91.13168,89.1496,36.48109,91.01948,66.81319,82.71267,69.30016,82.36358,77.26687,42.72089
29,B20,B,67.33478,42.80103,108.2764,11.60656,26.86142,96.75858,100.9784,26.22802,15.17267,45.97218,33.37506,28.63598,30.65135,111.7853,21.72636,16.52197,41.43983,10.74803,20.77205,32.74735,48.70265,36.99465,136.1812,42.69974,17.75949,28.77305,29.67875,50.31617,27.96709,31.50699,21.09338,6.956583,22.2314,26.34022,54.74739,25.82087,24.78906,30.21639,11.28276,75.15871,32.80105,52.77296,27.59918,38.63307,35.92104,20.38615,20.64717,48.57462,56.36168,26.37607,17.32044,8.790617,21.93307,36.83063,53.17755,52.02193,31.76353,12.90659,45.35638,12.31226,16.88402,27.80742,50.74214,41.90813,30.90915,108.3239,63.04089,60.00177,112.1354,80.48612,109.6051,58.38199,20.71311,38.47525,113.735,62.90624,79.74283,31.62025,23.35787,46.66901,14.32935,58.6353,31.44702,86.03239,82.09381,68.70744,68.5779,120.6967,65.46043,58.811,115.432,31.71449,150.4573,46.66901,23.89836,48.36007,32.86969,82.65337,30.60421,152.7743,43.30617,8.403775,42.66018,153.7177,59.93607,123.883,30.66645,7.638344,100.4318,22.7617,109.6051,79.56734,31.59212,35.25592,58.25513,82.09381,14.14296,28.27498,43.15344,26.18331,44.1837,19.18706,8.56158,15.03036,33.24159,52.22332
